Id,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Latitude,Longitude,restaurants,stores,transport,school,nightlife,golf,park,grocery,service,recreational,cultural,leisure
305,RM,87.0,18386,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,1470,GasA,Ex,Y,SBrkr,0,3493,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,Unf,3,870,TA,TA,Y,302,0,0,0,0,0,0,None,None,0,5,2008,WD,Normal,295000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
313,RM,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,793,GasA,TA,Y,SBrkr,0,1118,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,2,410,TA,TA,Y,0,0,0,0,271,0,0,MnPrv,None,0,5,2006,WD,Normal,119900,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
315,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,728,GasA,Ex,Y,SBrkr,0,1641,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,Unf,2,546,Fa,TA,Y,0,0,234,0,0,0,0,None,None,0,8,2006,WD,Normal,178000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
324,RM,49.0,5820,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,GasA,Ex,Y,SBrkr,0,1163,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,Unf,1,220,Fa,TA,Y,142,98,0,0,0,0,0,None,None,0,7,2006,WD,Normal,126175,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
354,RM,60.0,8520,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Gd,Y,SBrkr,0,720,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2,484,TA,TA,Y,106,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,105900,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
395,RL,60.0,10134,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,0,1034,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1,240,TA,TA,Y,0,39,0,0,0,0,0,None,None,0,7,2007,WD,Normal,109000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
414,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,Gd,Y,FuseA,0,1028,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,Y,0,0,130,0,0,0,0,None,None,0,3,2010,WD,Normal,115000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
426,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,651,651,GasA,Gd,Y,SBrkr,0,1389,0,0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,Unf,1,240,TA,TA,P,0,0,126,0,0,0,0,None,None,0,9,2009,WD,Normal,135000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
432,RM,60.0,5586,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Old Town,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,0,1198,0,0,1,0,4,1,TA,7,Typ,0,None,None,None,0,0,None,None,N,0,98,0,0,0,0,0,MnPrv,None,0,9,2008,ConLD,Abnorml,79900,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
437,RM,40.0,4400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,0,1118,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,Unf,2,440,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,10,2006,WD,Normal,116000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
450,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,0,1183,0,0,1,1,2,1,TA,6,Typ,0,None,Detchd,Unf,1,308,TA,TA,Y,0,176,0,0,0,0,0,None,None,0,6,2007,WD,Normal,120000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
451,RM,70.0,5684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,0,813,0,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,Unf,1,270,Fa,Fa,N,0,113,0,0,0,0,0,None,None,0,6,2006,WD,Normal,110000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
457,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,0,1344,0,0,1,0,4,1,TA,7,Typ,0,None,Detchd,Unf,3,513,Fa,Fa,Y,0,0,96,0,0,0,0,None,None,0,5,2008,COD,Abnorml,98000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
459,RM,70.04995836802665,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,0,1666,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1,228,TA,TA,Y,192,63,0,0,0,0,0,MnPrv,None,0,6,2008,WD,Normal,161000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
480,RM,50.0,5925,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,0,1131,0,0,1,0,2,1,TA,7,Typ,0,None,Detchd,Unf,2,672,TA,TA,Y,0,72,0,0,0,0,0,MnPrv,None,0,3,2007,WD,Alloca,89471,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
483,RM,50.0,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,0,1826,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,Unf,1,164,Fa,Fa,Y,0,0,0,0,0,0,0,None,None,0,6,2009,WD,Normal,155000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
489,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0,290,954,GasA,TA,N,FuseA,0,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,0,None,None,0,5,2006,ConLD,Normal,160000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
495,RM,50.0,5784,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,190,190,GasA,Gd,Y,FuseA,0,886,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1,273,TA,TA,Y,144,20,80,0,0,0,0,None,None,0,12,2009,WD,Normal,91300,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
506,RM,60.0,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Gd,Y,SBrkr,0,1960,0,0,2,0,4,2,TA,10,Typ,0,None,Detchd,Unf,2,400,TA,TA,N,0,0,0,0,0,0,0,None,None,0,7,2009,COD,Normal,124500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
509,RM,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,0,548,689,GasA,Ex,Y,SBrkr,0,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,360,TA,TA,N,0,0,116,0,0,0,0,None,None,0,10,2008,WD,Normal,161000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
521,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,None,None,None,None,0,None,0,0,0,GasA,TA,N,FuseA,0,1294,0,0,2,0,3,2,TA,7,Typ,0,None,None,None,0,0,None,None,N,220,114,210,0,0,0,0,None,None,0,8,2008,WD,Normal,106250,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
549,RM,49.0,8235,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Old Town,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,645,0,825,GasA,TA,Y,SBrkr,0,825,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,RFn,2,720,TA,TA,Y,140,50,0,0,0,0,0,MnPrv,None,0,6,2008,WD,Normal,125000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
552,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,Y,FuseA,0,928,0,0,1,0,3,1,TA,5,Typ,0,None,Attchd,Fin,1,288,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,6,2008,WD,Normal,112500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
580,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1050,1050,GasA,Ex,N,FuseF,0,1795,0,0,2,0,4,1,TA,7,Typ,0,None,Attchd,Unf,1,352,Fa,TA,Y,0,0,0,0,0,0,0,None,None,0,11,2008,WD,Normal,131500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
584,RM,75.0,13500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,0,None,None,0,7,2008,WD,Normal,325000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
597,RM,60.0,3600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,684,684,GasA,Ex,N,FuseA,0,1368,0,0,1,0,3,1,TA,7,Typ,0,None,Detchd,Unf,1,216,TA,Fa,N,0,158,0,0,0,0,0,None,None,0,10,2006,WD,Normal,114504,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
631,RM,50.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,636,636,GasA,TA,Y,FuseA,0,1750,0,0,1,0,3,1,Ex,8,Typ,0,None,Detchd,Unf,1,240,Fa,Po,N,0,0,293,0,0,0,0,MnPrv,None,0,6,2006,WD,Abnorml,124000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
635,RL,64.0,6979,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056,Unf,0,0,1056,GasA,Gd,Y,SBrkr,0,1056,2,0,0,0,0,2,TA,4,Typ,0,None,Detchd,Unf,2,576,TA,TA,Y,264,56,0,0,0,0,0,GdPrv,Shed,600,6,2010,WD,Normal,144000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
638,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,811,811,GasA,TA,Y,FuseA,0,1387,0,0,2,0,3,2,Gd,7,Typ,0,None,BuiltIn,Unf,1,256,TA,TA,Y,0,0,0,0,0,0,0,None,None,0,11,2009,WD,Normal,93000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
677,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1095,1095,GasW,Fa,N,SBrkr,0,1774,1,0,2,0,4,2,TA,8,Min2,0,None,2Types,Unf,3,779,Fa,Fa,N,0,0,90,0,0,0,0,None,None,0,5,2006,WD,Normal,87000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
678,RL,52.0,9022,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,0,792,0,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,Unf,1,240,Fa,Fa,N,316,0,120,0,0,0,0,None,None,0,5,2009,WD,Normal,109500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
694,RL,60.0,5400,Pave,None,Reg,Lvl,AllPub,Corner,Sev,Old Town,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,1073,GasA,Ex,Y,SBrkr,0,1073,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,0,None,None,0,12,2006,WD,Abnorml,108480,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
704,RM,76.0,7630,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,360,GasA,Gd,Y,SBrkr,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,672,TA,TA,N,344,0,40,0,0,0,0,MnPrv,None,0,5,2010,WD,Normal,140000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
717,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,Y,SBrkr,0,2554,0,0,1,1,3,1,TA,8,Typ,0,None,Detchd,Unf,2,704,TA,TA,P,0,48,143,0,0,0,0,None,None,0,7,2007,WD,Normal,159500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
736,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,390,Unf,0,490,880,GasW,Fa,N,SBrkr,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,Unf,2,320,TA,TA,N,0,341,0,0,0,0,0,None,None,0,10,2006,WD,Normal,163000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
741,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,5,7,1910,2002,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,Gd,BrkTil,Fa,Fa,No,Unf,0,Unf,0,264,264,GasA,Ex,Y,SBrkr,0,1432,0,0,2,0,2,1,TA,7,Typ,0,None,Detchd,Unf,2,360,TA,Gd,Y,270,0,112,0,0,0,0,GdPrv,None,0,5,2007,WD,Abnorml,132000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
748,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,1Fam,2Story,7,7,1880,2003,Mansard,CompShg,Stucco,Stucco,None,0.0,Gd,TA,Stone,TA,Fa,No,Unf,0,Unf,0,1240,1240,GasW,TA,N,SBrkr,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4,864,TA,TA,N,181,0,386,0,0,0,0,None,None,0,5,2009,WD,Normal,265979,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
751,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,1Fam,1.5Fin,4,7,1910,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,576,576,GasA,Gd,Y,SBrkr,0,1140,0,0,1,0,3,1,TA,7,Min2,0,None,None,None,0,0,None,None,N,0,160,0,0,0,0,0,None,None,0,6,2010,WD,Normal,96500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
785,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,0,1484,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,None,0,0,None,None,Y,0,291,134,0,0,0,0,None,None,0,6,2008,WD,Normal,128000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
787,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,0,1652,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,Unf,1,416,TA,TA,Y,0,0,196,0,0,0,0,None,Shed,1200,6,2010,WD,Normal,139000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
789,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,0,901,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1,281,Fa,TA,Y,0,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,107900,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
810,RM,90.0,8100,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Old Town,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,0,2138,0,0,2,0,2,3,TA,11,Typ,0,None,Detchd,Unf,2,360,Fa,Po,N,40,156,0,0,0,0,0,MnPrv,None,0,11,2009,WD,Normal,106000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
822,RM,60.0,6000,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,Old Town,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,936,936,GasA,TA,N,SBrkr,0,936,0,0,1,0,2,1,TA,4,Min2,0,None,Detchd,Unf,2,576,TA,TA,Y,0,32,112,0,0,0,0,None,None,0,2,2009,WD,Normal,93000,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
837,RM,90.0,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,338,Unf,0,1221,1559,GasA,Gd,Y,SBrkr,0,1559,1,0,1,0,2,1,TA,5,Min2,0,None,Detchd,Unf,2,812,TA,TA,Y,0,116,230,0,0,0,0,GdWo,None,0,6,2007,COD,Normal,153500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
842,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,650,650,GasA,Gd,Y,SBrkr,0,1539,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,Unf,2,686,Gd,TA,P,70,78,68,0,0,0,0,None,None,0,6,2008,WD,Normal,157500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
845,RM,100.0,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,0,Unf,0,876,876,GasA,Gd,Y,SBrkr,0,1416,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,Unf,3,720,TA,TA,Y,418,0,194,0,0,0,0,None,None,0,6,2008,WD,Normal,153900,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
875,RM,52.0,5720,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Old Town,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,0,1131,0,0,1,1,3,1,TA,5,Typ,0,None,Detchd,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,66500,41.671406,-91.346624,1,1,0,0,1,0,1,1,1,0,1,0
